date,username,to,replies,retweets,favorites,text,geo,mentions,hashtags,id,permalink
2019-11-10 00:13:06,ewarren,TeamWarren,125,593,2817,"When I set up the CFPB, I made protecting service members and veterans from scams and predatory lenders a priority. As president, I'll strengthen the CFPB to protect our military families. They shouldn't have to worry about their families while they're protecting our country.https://twitter.com/TeamWarren/status/1193268210243657728 …",,,,1193320642457800704,https://twitter.com/ewarren/status/1193320642457800704
2019-11-09 22:40:33,ewarren,,233,411,4972,"Our campaign is by the people, for the people—and we’re growing one small-dollar donation at a time! I was glad that @JVN called some grassroots donors to say thank you this week. Here he is, talking to Lauren!pic.twitter.com/FtHzP6jPdT",,@JVN,,1193297352334938112,https://twitter.com/ewarren/status/1193297352334938112
2019-11-09 21:49:29,ewarren,,338,366,1447,"Generation after generation, communities of color have been devastated by environmental racism. At last night’s #EJPresForum, I spoke about how my environmental justice plan will lift up the Black and Brown families who have been left behind.pic.twitter.com/PyWdu0UtPo",,,#EJPresForum,1193284500282888192,https://twitter.com/ewarren/status/1193284500282888192
2019-11-09 21:00:05,ewarren,,131,536,3084,"Fortunately, they can both use my calculator to find out exactly how much they’d have to chip in under my #TwoCentWealthTax:http://ewar.ren/billionaire-calculator …",,,#TwoCentWealthTax,1193272065891147783,https://twitter.com/ewarren/status/1193272065891147783
2019-11-09 21:00:04,ewarren,,470,2185,10040,"One billionaire calls another billionaire and asks him to run for president—I'm shocked! Here's the deal: Companies like Amazon have too much power, and billionaires like @JeffBezos and @MikeBloomberg should pitch in so that everyone can succeed.https://www.vox.com/recode/2019/11/9/20956153/mike-bloomberg-president-2020-jeff-bezos-phone-call-amazon-hq2 …",,@JeffBezos @MikeBloomberg,,1193272064951672833,https://twitter.com/ewarren/status/1193272064951672833
2019-11-09 18:42:57,ewarren,,173,1764,5211,"It is disgraceful and dangerous that Republicans are holding up the VAWA reauthorization to allow those convicted of stalking to keep their guns. Domestic violence and gun violence are deeply connected—we need to keep guns out of the hands of abusers.https://www.rollcall.com/news/congress/senate-talks-bipartisan-violence-women-act-break …",,,,1193237557783531521,https://twitter.com/ewarren/status/1193237557783531521
2019-11-09 17:57:25,ewarren,,186,592,3346,"Journalists do important work under increasingly difficult circumstances—from private equity takeovers to attacks from Trump. I'll always stand with workers and unions like @GMGUnion fighting for their rights. We must protect the right to join a union and strengthen union voices.",,@GMGUnion,,1193226100014551041,https://twitter.com/ewarren/status/1193226100014551041
2019-11-09 17:29:21,ewarren,,149,379,1661,". @YuhLine and I are fighting for big, structural change—and that includes building a future in which women always have a seat at the table, and young girls see themselves represented in our government.pic.twitter.com/JOPuAsSbho",,@YuhLine,,1193219033698590720,https://twitter.com/ewarren/status/1193219033698590720
2019-11-09 16:36:57,ewarren,,256,887,6551,"30 years ago, Berliners came together to tear down the wall that had divided their city. We are still inspired today by their brave protest and pursuit of freedom and unity—and we recommit ourselves to a Europe that is united, democratic, and at peace.",,,,1193205849495396352,https://twitter.com/ewarren/status/1193205849495396352
2019-11-09 03:22:31,ewarren,,1045,2993,15103,"Apparently, a few billionaires don't like my #TwoCentWealthTax. But here's the deal—if you made it big, you should chip in two cents to make sure that everyone else can make it, too.pic.twitter.com/Hqm9DYmGxT",,,#TwoCentWealthTax,1193005924191002625,https://twitter.com/ewarren/status/1193005924191002625
2019-11-09 02:32:01,ewarren,,111,162,1118,"Coopermans support candidates who will fight for people like them—and I've got a lot more Coopermans on my side.pic.twitter.com/ejPIYpVYia",,,,1192993213541421056,https://twitter.com/ewarren/status/1192993213541421056
2019-11-09 01:44:04,ewarren,,128,283,1848,"It's time to put power in the hands of the people. Grateful my friend @AyannaPressley could join me in North Carolina as we fight for big, structural change!pic.twitter.com/56dxsznix3",,@AyannaPressley,,1192981146633682944,https://twitter.com/ewarren/status/1192981146633682944
2019-11-09 01:15:36,ewarren,johnlegend,128,2656,18730,"Congratulations to everyone who had their right to vote restored today! Now, let’s keep fighting to protect our fundamental right to vote. http://ewar.ren/Protect-Democracy …https://twitter.com/johnlegend/status/1192901133712416769 …",,,,1192973981567143940,https://twitter.com/ewarren/status/1192973981567143940
2019-11-09 00:30:00,ewarren,,208,717,3328,"One year ago this week, women were elected to office in record numbers. One year from today, we’ll have a chance to make history again. If we want to make big, structural change, we need to elect another wave of women up and down the ballot.pic.twitter.com/b5RBpZAJev",,,,1192962505347358725,https://twitter.com/ewarren/status/1192962505347358725
2019-11-08 22:37:43,ewarren,,205,476,2377,"Fighting for the #GreenNewDeal is the right thing to do. When Democrats aren’t afraid to fight for big ideas—we win.https://www.vox.com/2019/11/6/20951725/virginia-election-results-climate-change-2019 …",,,#GreenNewDeal,1192934248937902082,https://twitter.com/ewarren/status/1192934248937902082
2019-11-08 21:00:05,ewarren,,681,3985,23383,"Good. The status quo is working great for the wealthy and the well-connected, but not so much for everyone else. Big, structural change is coming—and I’m not afraid to fight for it.https://www.nytimes.com/2019/11/08/opinion/bill-gates-warren-tax.html …",,,,1192909679049027585,https://twitter.com/ewarren/status/1192909679049027585
2019-11-08 20:12:30,ewarren,,84,199,1655,"I’m still waiting. Voters have a right to know who is buying access and recognition with the possible future leaders of our party—and how much it costs. We can talk all we want about how to get big money out of politics, but nothing will change unless we start leading the way.",,,,1192897704206229506,https://twitter.com/ewarren/status/1192897704206229506
2019-11-08 20:12:29,ewarren,,45,139,1372,"Last month, I called on every candidate in this race to disclose any donor or fundraiser who has a special title on their campaign, and to disclose the dates and locations of their fundraising events and the names of every person who appears on their host committees.",,,,1192897702369144832,https://twitter.com/ewarren/status/1192897702369144832
2019-11-08 20:12:29,ewarren,,266,544,4351,"I'm running a grassroots campaign. I don't take money from federal lobbyists or PACs, and I don't take contributions over $200 from fossil fuel, Big Pharma, Big Banks, or Big Tech executives. And I’m not doing call time with wealthy donors or giving them special access.",,,,1192897700838215681,https://twitter.com/ewarren/status/1192897700838215681
2019-11-08 19:48:22,ewarren,mhensleyttt,9,5,110,"I loved reading your father’s letter, Michelle. Thank you both so much for being part of our movement—stay strong out there!",,,,1192891631638401024,https://twitter.com/ewarren/status/1192891631638401024
2019-11-08 19:39:01,ewarren,,147,786,3847,". @KatiePorterOC and I both know what it's like to watch our families come close to skidding off a financial cliff. It's time to make sure our government works for families again. I'm proud to be fighting alongside her for big, structural change.pic.twitter.com/eWMpoW1gwg",,@KatiePorterOC,,1192889279376166912,https://twitter.com/ewarren/status/1192889279376166912
2019-11-08 17:59:37,ewarren,CNBC,539,2043,13213,"The wealthy and well-connected will always have each other's backs. We're building a movement to change that. We're building a movement for big, structural change.https://twitter.com/CNBC/status/1192843028974755841 …",,,,1192864264702300161,https://twitter.com/ewarren/status/1192864264702300161
2019-11-08 17:24:54,ewarren,,140,366,1789,"We make many kinds of promises—promises to ourselves, to others, and promises for our future. When I make a pinkie promise with young girls, we promise to run for office, to help elect more women, and to build a future in which women always have a seat at the table.pic.twitter.com/9swYTnpPYv",,,,1192855527707021312,https://twitter.com/ewarren/status/1192855527707021312
2019-11-08 16:10:27,ewarren,,227,421,2405,"LGBTQ+ people need and deserve equitable, gender-affirming, and culturally-competent health care, no matter where they live. And I've got a plan for that.https://www.buzzfeednews.com/article/clarissajanlim/survey-lgbtq-southerners-health-2019 …",,,,1192836789381345286,https://twitter.com/ewarren/status/1192836789381345286
2019-11-08 15:04:26,ewarren,,136,832,4973,"I'm glad that Mark is finally getting his wheelchair—but no one should have to publicly shame an insurance company to get the care they need. We need #MedicareForAll.https://www.buzzfeednews.com/article/salvadorhernandez/man-who-lost-both-legs-gets-wheelchair …",,,#MedicareForAll,1192820178373005313,https://twitter.com/ewarren/status/1192820178373005313
2019-11-08 13:48:11,ewarren,TeamWarren,109,239,1676,"See you soon, Atlanta!https://twitter.com/TeamWarren/status/1192626675483389952 …",,,,1192800987536338945,https://twitter.com/ewarren/status/1192800987536338945
2019-11-08 04:27:41,ewarren,,100,147,1006,"Grateful for the opportunity to be part of #OnOneWithAngelaRye at @ncatsuaggies today. My friend @AyannaPressley led our conversation about the big, structural change we must make to level the playing field for every Black family in our country. Thanks for having me, @Angela_Rye!pic.twitter.com/WSdmm4Im8J",,@ncatsuaggies @AyannaPressley @Angela_Rye,#OnOneWithAngelaRye,1192659934955130880,https://twitter.com/ewarren/status/1192659934955130880
2019-11-08 03:39:35,ewarren,,136,321,3232,"Bruce and I had the opportunity to visit the Woolworth's Lunch Counter at the International Civil Rights Center and Museum in Greensboro. Courageous young activists ignited a movement against segregation. Now it's our responsibility to carry on their fight for racial justice.pic.twitter.com/bOn1ffxNFG",,,,1192647827861716992,https://twitter.com/ewarren/status/1192647827861716992
2019-11-08 03:13:48,ewarren,,171,319,2032,"The wealthy and the well-connected can get all the airtime they want to complain about my #TwoCentWealthTax—but we've got the power of a movement. So share your stories about what child care, good public schools, and universal free college would mean for you.",,,#TwoCentWealthTax,1192641342796685312,https://twitter.com/ewarren/status/1192641342796685312
2019-11-08 03:13:48,ewarren,,351,379,2127,"And this calculator can show you how much of your student loan debt would be cancelled under my plan:https://elizabethwarren.com/debt?source=soc-WB-ew-tw …",,,,1192641341429342211,https://twitter.com/ewarren/status/1192641341429342211
2019-11-08 03:13:48,ewarren,,27,136,866,"And yeah, we've got calculators for those plans too! See how much you could save on child care under my plan for universal child care:https://elizabethwarren.com/kids?source=soc-WB-ew-tw …",,,,1192641340254904321,https://twitter.com/ewarren/status/1192641340254904321
2019-11-08 03:13:48,ewarren,,59,293,2277,"—Universal child care —Invest in public K-12 schools —Cancel student loan debt —Universal free public college and technical schools This would make a real, tangible difference in the lives of millions of American families.",,,,1192641338833088512,https://twitter.com/ewarren/status/1192641338833088512
